address,city,state,zip,price,sqft,bedrooms,bathrooms,days_on_zillow,sale_type,url
85 Stanton St APT 2B,New York,NY,10002,4100/000000,NA,2.0,1.0,NA,Apartment For Rent,http://www.zillow.com/homes/for_sale//homedetails/85-Stanton-St-APT-2B-New-York-NY-10002/72511665_zpid/
199 Henry St APT 5A,New York,NY,10002,2000/000000,NA,1.0,1.0,NA,Apartment For Rent,http://www.zillow.com/homes/for_sale//homedetails/199-Henry-St-APT-5A-New-York-NY-10002/2091532082_zpid/
38 Orchard St APT 4A,New York,NY,10002,2382/000000,NA,0.0,1.0,NA,Apartment For Rent,http://www.zillow.com/homes/for_sale//homedetails/38-Orchard-St-APT-4A-New-York-NY-10002/2119181650_zpid/
64 E Broadway APT 6C,New York,NY,10002,1800/000000,NA,1.0,1.0,NA,Apartment For Rent,http://www.zillow.com/homes/for_sale//homedetails/64-E-Broadway-APT-6C-New-York-NY-10002/2091549160_zpid/
(Undisclosed Address),New York,NY,10002,4400/000000,NA,2.0,1.0,NA,Apartment For Rent,http://www.zillow.com/homes/for_sale//homedetails/(Undisclosed-Address)-New-York-NY-10002/2109022358_zpid/
158 Allen St APT 6,New York,NY,10002,1950/000000,NA,0.0,1.0,NA,Apartment For Rent,http://www.zillow.com/homes/for_sale//homedetails/158-Allen-St-APT-6-New-York-NY-10002/2115708630_zpid/
NA,NA,NA,NA,22210,NA,NA,NA,NA,For Rent,NA
145 Allen St # 1,New York,NY,10002,2500/000000,NA,2.0,1.0,NA,Apartment For Rent,http://www.zillow.com/homes/for_sale//homedetails/145-Allen-St-1-New-York-NY-10002/2091580788_zpid/
91 Eldridge St APT 4,New York,NY,10002,3200/000000,750.0,2.0,1.0,NA,Apartment For Rent,http://www.zillow.com/homes/for_sale//homedetails/91-Eldridge-St-APT-4-New-York-NY-10002/2091580794_zpid/
10 Montgomery St APT 3C,New York,NY,10002,3500/000000,NA,2.0,1.0,NA,Apartment For Rent,http://www.zillow.com/homes/for_sale//homedetails/10-Montgomery-St-APT-3C-New-York-NY-10002/2091583928_zpid/
83 Eldridge St APT 4A,New York,NY,10002,3200/000000,NA,2.0,1.0,NA,Apartment For Rent,http://www.zillow.com/homes/for_sale//homedetails/83-Eldridge-St-APT-4A-New-York-NY-10002/2094545981_zpid/
105 Henry St APT 15,New York,NY,10002,3195/000000,800.0,3.0,1.0,NA,Apartment For Rent,http://www.zillow.com/homes/for_sale//homedetails/105-Henry-St-APT-15-New-York-NY-10002/2120612314_zpid/
23 Clinton St APT 1B,New York,NY,10002,2175/000000,NA,0.0,1.0,NA,Apartment For Rent,http://www.zillow.com/homes/for_sale//homedetails/23-Clinton-St-APT-1B-New-York-NY-10002/2099023436_zpid/
55 Clinton St APT 5,New York,NY,10002,2095/000000,NA,1.0,1.0,NA,Apartment For Rent,http://www.zillow.com/homes/for_sale//homedetails/55-Clinton-St-APT-5-New-York-NY-10002/2115345636_zpid/
165 Eldridge St APT 7A,New York,NY,10002,5300/000000,950.0,2.0,1.0,NA,Apartment For Rent,http://www.zillow.com/homes/for_sale//homedetails/165-Eldridge-St-APT-7A-New-York-NY-10002/2091594027_zpid/
24 Henry St APT 3A,New York,NY,10002,2725/000000,NA,2.0,1.0,NA,Apartment For Rent,http://www.zillow.com/homes/for_sale//homedetails/24-Henry-St-APT-3A-New-York-NY-10002/2098566241_zpid/
145 Ludlow St,New York,NY,10002,12500/000000,NA,4.0,3.5,NA,Apartment For Rent,http://www.zillow.com/homes/for_sale//homedetails/145-Ludlow-St-New-York-NY-10002/2091596084_zpid/
190 Orchard St APT B,New York,NY,10002,3000/000000,NA,2.0,1.0,NA,Apartment For Rent,http://www.zillow.com/homes/for_sale//homedetails/190-Orchard-St-APT-B-New-York-NY-10002/2091599087_zpid/
NA,NA,NA,NA,1320023200,NA,NA,NA,NA,For Rent,NA
71 Clinton St APT 11,New York,NY,10002,2550/000000,NA,2.0,1.0,NA,Apartment For Rent,http://www.zillow.com/homes/for_sale//homedetails/71-Clinton-St-APT-11-New-York-NY-10002/2119631251_zpid/
NA,NA,NA,NA,240613406545050,NA,NA,NA,NA,For Rent,NA
147 Orchard St APT 5A,New York,NY,10002,1950/000000,NA,1.0,1.0,NA,Apartment For Rent,http://www.zillow.com/homes/for_sale//homedetails/147-Orchard-St-APT-5A-New-York-NY-10002/2091652426_zpid/
156 Orchard St APT 3F,New York,NY,10002,1995/000000,NA,0.0,1.0,NA,Apartment For Rent,http://www.zillow.com/homes/for_sale//homedetails/156-Orchard-St-APT-3F-New-York-NY-10002/2125855092_zpid/
125 Rivington St APT 3,New York,NY,10002,7333/000000,NA,4.0,3.0,NA,Apartment For Rent,http://www.zillow.com/homes/for_sale//homedetails/125-Rivington-St-APT-3-New-York-NY-10002/2092650680_zpid/
42 Rivington St APT 15,New York,NY,10002,3200/000000,NA,2.0,1.0,NA,Apartment For Rent,http://www.zillow.com/homes/for_sale//homedetails/42-Rivington-St-APT-15-New-York-NY-10002/2096354340_zpid/
173 Ludlow St # 3W,New York,NY,10002,2103/000000,NA,0.0,1.0,NA,Apartment For Rent,http://www.zillow.com/homes/for_sale//homedetails/173-Ludlow-St-3W-New-York-NY-10002/2091660580_zpid/
146 E Broadway # 55,New York,NY,10002,2650/000000,NA,2.0,1.0,NA,Apartment For Rent,http://www.zillow.com/homes/for_sale//homedetails/146-E-Broadway-55-New-York-NY-10002/2091662334_zpid/
331 Grand St # C,New York,NY,10002,2775/000000,NA,2.0,1.0,NA,Apartment For Rent,http://www.zillow.com/homes/for_sale//homedetails/331-Grand-St-C-New-York-NY-10002/2091696529_zpid/
103 Allen St APT 3A,New York,NY,10002,1900/000000,500.0,1.0,1.0,NA,Apartment For Rent,http://www.zillow.com/homes/for_sale//homedetails/103-Allen-St-APT-3A-New-York-NY-10002/2091697625_zpid/
249 Eldridge St APT 10,New York,NY,10002,4950/000000,700.0,2.0,1.0,NA,Apartment For Rent,http://www.zillow.com/homes/for_sale//homedetails/249-Eldridge-St-APT-10-New-York-NY-10002/2094375566_zpid/
237 Eldridge St APT 19,New York,NY,10002,3250/000000,750.0,2.0,1.0,NA,Apartment For Rent,http://www.zillow.com/homes/for_sale//homedetails/237-Eldridge-St-APT-19-New-York-NY-10002/2092663019_zpid/
85 Pitt St APT 17,New York,NY,10002,3100/000000,700.0,2.0,1.0,NA,Apartment For Rent,http://www.zillow.com/homes/for_sale//homedetails/85-Pitt-St-APT-17-New-York-NY-10002/2103770860_zpid/
215 Bowery # LOFT,New York,NY,10002,5595/000000,713.0,1.0,1.0,NA,Apartment For Rent,http://www.zillow.com/homes/for_sale//homedetails/215-Bowery-LOFT-New-York-NY-10002/2104878066_zpid/
116 Stanton St APT 3,New York,NY,10002,2650/000000,550.0,2.0,1.0,NA,Apartment For Rent,http://www.zillow.com/homes/for_sale//homedetails/116-Stanton-St-APT-3-New-York-NY-10002/2113254895_zpid/
207 Bowery FL 7,New York,NY,10002,10000/000000,2000.0,4.0,NA,NA,Apartment For Rent,http://www.zillow.com/homes/for_sale//homedetails/207-Bowery-FL-7-New-York-NY-10002/2146994338_zpid/
NA,NA,NA,NA,1330023600,NA,NA,NA,NA,For Rent,NA
202 Rivington St # TWOD,New York,NY,10002,2500/000000,NA,2.0,1.0,NA,Apartment For Rent,http://www.zillow.com/homes/for_sale//homedetails/202-Rivington-St-TWOD-New-York-NY-10002/2091728650_zpid/
148 Orchard St APT 5A,New York,NY,10002,2195/000000,NA,0.0,1.0,NA,Apartment For Rent,http://www.zillow.com/homes/for_sale//homedetails/148-Orchard-St-APT-5A-New-York-NY-10002/2091729702_zpid/
NA,NA,NA,NA,12195,NA,NA,NA,NA,For Rent,NA
168 Ludlow St APT 2,New York,NY,10002,2595/000000,550.0,1.0,1.0,NA,Apartment For Rent,http://www.zillow.com/homes/for_sale//homedetails/168-Ludlow-St-APT-2-New-York-NY-10002/2119677087_zpid/
76 Clinton St # 1FD,New York,NY,10002,2150/000000,NA,1.0,1.0,NA,Apartment For Rent,http://www.zillow.com/homes/for_sale//homedetails/76-Clinton-St-1FD-New-York-NY-10002/2091730396_zpid/
56 Pike St APT 5A,New York,NY,10002,2383/000000,600.0,2.0,1.0,NA,Apartment For Rent,http://www.zillow.com/homes/for_sale//homedetails/56-Pike-St-APT-5A-New-York-NY-10002/2111580478_zpid/
NA,NA,NA,NA,01949,NA,NA,NA,NA,For Rent,NA
NA,NA,NA,NA,22695,NA,NA,NA,NA,For Rent,NA
223 Madison St APT 14,New York,NY,10002,2695/000000,NA,2.0,1.0,NA,Apartment For Rent,http://www.zillow.com/homes/for_sale//homedetails/223-Madison-St-APT-14-New-York-NY-10002/2091771374_zpid/
NA,NA,NA,NA,3666646666,NA,NA,NA,NA,For Rent,NA
52 Henry St APT 5RE,New York,NY,10002,2650/000000,600.0,2.0,1.0,NA,Apartment For Rent,http://www.zillow.com/homes/for_sale//homedetails/52-Henry-St-APT-5RE-New-York-NY-10002/2100977265_zpid/
417 Grand St APT D207,New York,NY,10002,4700/000000,NA,2.0,1.0,NA,Apartment For Rent,http://www.zillow.com/homes/for_sale//homedetails/417-Grand-St-APT-D207-New-York-NY-10002/2100673947_zpid/
63 Pitt St APT 3M,New York,NY,10002,2955/000000,NA,2.0,1.0,NA,Apartment For Rent,http://www.zillow.com/homes/for_sale//homedetails/63-Pitt-St-APT-3M-New-York-NY-10002/2105742210_zpid/
135 Division St APT 7B,New York,NY,10002,3100/000000,NA,1.0,1.0,NA,Apartment For Rent,http://www.zillow.com/homes/for_sale//homedetails/135-Division-St-APT-7B-New-York-NY-10002/31495481_zpid/
254 Broome St APT 16,New York,NY,10002,3281/000000,NA,3.0,1.0,NA,Apartment For Rent,http://www.zillow.com/homes/for_sale//homedetails/254-Broome-St-APT-16-New-York-NY-10002/2107097597_zpid/
100 Suffolk St APT 3E,New York,NY,10002,3100/000000,NA,2.0,1.0,NA,Apartment For Rent,http://www.zillow.com/homes/for_sale//homedetails/100-Suffolk-St-APT-3E-New-York-NY-10002/2114381990_zpid/
169 Bowery APT 6B,New York,NY,10002,3295/000000,NA,1.0,1.0,NA,Apartment For Rent,http://www.zillow.com/homes/for_sale//homedetails/169-Bowery-APT-6B-New-York-NY-10002/2091854488_zpid/
53 Ludlow St APT 3,New York,NY,10002,2995/000000,NA,2.0,1.0,NA,Townhouse For Rent,http://www.zillow.com/homes/for_sale//homedetails/53-Ludlow-St-APT-3-New-York-NY-10002/2091858567_zpid/
179 E Houston St OFC 1,New York,NY,10002,3295/000000,750.0,1.0,1.0,NA,Apartment For Rent,http://www.zillow.com/homes/for_sale//homedetails/179-E-Houston-St-OFC-1-New-York-NY-10002/2101665774_zpid/
98 Madison St APT 11,New York,NY,10002,2000/000000,500.0,2.0,1.0,NA,Apartment For Rent,http://www.zillow.com/homes/for_sale//homedetails/98-Madison-St-APT-11-New-York-NY-10002/2091871576_zpid/
113 Henry St APT 6,New York,NY,10002,1833/000000,NA,1.0,1.0,NA,Apartment For Rent,http://www.zillow.com/homes/for_sale//homedetails/113-Henry-St-APT-6-New-York-NY-10002/2091885385_zpid/
49 Essex St APT 11,New York,NY,10002,3208/000000,800.0,2.0,1.0,NA,Apartment For Rent,http://www.zillow.com/homes/for_sale//homedetails/49-Essex-St-APT-11-New-York-NY-10002/2104197481_zpid/
53 Monroe St APT 15,New York,NY,10002,2645/000000,NA,2.0,1.0,NA,Apartment For Rent,http://www.zillow.com/homes/for_sale//homedetails/53-Monroe-St-APT-15-New-York-NY-10002/2100330764_zpid/
207 Bowery,New York,NY,10002,8709/000000,NA,3.0,3.0,NA,Apartment For Rent,http://www.zillow.com/homes/for_sale//homedetails/207-Bowery-New-York-NY-10002/2091897871_zpid/
100 Allen St # 3,New York,NY,10002,2050/000000,NA,1.0,1.0,NA,Apartment For Rent,http://www.zillow.com/homes/for_sale//homedetails/100-Allen-St-3-New-York-NY-10002/2109238881_zpid/
114 Ridge St # 3BW,New York,NY,10002,4750/000000,NA,3.0,2.0,NA,Apartment For Rent,http://www.zillow.com/homes/for_sale//homedetails/114-Ridge-St-3BW-New-York-NY-10002/2091923904_zpid/
NA,NA,NA,NA,13000,NA,NA,NA,NA,For Rent,NA
79 Clinton St APT 5,New York,NY,10002,2750/000000,NA,2.0,1.0,NA,Apartment For Rent,http://www.zillow.com/homes/for_sale//homedetails/79-Clinton-St-APT-5-New-York-NY-10002/2120613368_zpid/
40 E Broadway APT 4,New York,NY,10002,4500/000000,1000.0,3.0,2.0,NA,Apartment For Rent,http://www.zillow.com/homes/for_sale//homedetails/40-E-Broadway-APT-4-New-York-NY-10002/2091940785_zpid/
NA,NA,NA,NA,23050,NA,NA,NA,NA,For Rent,NA
NA,NA,NA,NA,25077,NA,NA,NA,NA,For Rent,NA
51 Monroe St APT 1,New York,NY,10002,2595/000000,NA,2.0,1.0,NA,Apartment For Rent,http://www.zillow.com/homes/for_sale//homedetails/51-Monroe-St-APT-1-New-York-NY-10002/2099047401_zpid/
207 Clinton St # 3L,New York,NY,10002,3500/000000,NA,3.0,1.5,NA,Apartment For Rent,http://www.zillow.com/homes/for_sale//homedetails/207-Clinton-St-3L-New-York-NY-10002/2092019985_zpid/
127 Rivington St APT 4D,New York,NY,10002,2150/000000,NA,0.0,1.0,NA,Apartment For Rent,http://www.zillow.com/homes/for_sale//homedetails/127-Rivington-St-APT-4D-New-York-NY-10002/2105467159_zpid/
NA,NA,NA,NA,1230023300,NA,NA,NA,NA,158 Stanton St,NA
92 Rivington St # 513487630,New York,NY,10002,5000/000000,NA,3.0,2.0,NA,Apartment For Rent,http://www.zillow.com/homes/for_sale//homedetails/92-Rivington-St-513487630-New-York-NY-10002/2093250787_zpid/
168 Suffolk St APT 2B,New York,NY,10002,5000/000000,NA,2.0,2.0,NA,Apartment For Rent,http://www.zillow.com/homes/for_sale//homedetails/168-Suffolk-St-APT-2B-New-York-NY-10002/2092170689_zpid/
NA,NA,NA,NA,24495,NA,NA,NA,NA,For Rent,NA
50 Clinton St # 3A,New York,NY,10002,5999/000000,959.0,2.0,2.0,NA,Apartment For Rent,http://www.zillow.com/homes/for_sale//homedetails/50-Clinton-St-3A-New-York-NY-10002/2102740353_zpid/
112 Suffolk St APT 1A,New York,NY,10002,2500/000000,NA,1.0,1.0,NA,Apartment For Rent,http://www.zillow.com/homes/for_sale//homedetails/112-Suffolk-St-APT-1A-New-York-NY-10002/2104885631_zpid/
(Undisclosed Address),New York,NY,10002,4800/000000,NA,2.0,2.0,NA,Apartment For Rent,http://www.zillow.com/homes/for_sale//homedetails/(Undisclosed-Address)-New-York-NY-10002/2112472388_zpid/
181 Chrystie St APT 4,New York,NY,10002,9500/000000,2500.0,1.0,1.5,NA,Apartment For Rent,http://www.zillow.com/homes/for_sale//homedetails/181-Chrystie-St-APT-4-New-York-NY-10002/2092326655_zpid/
188 Suffolk St # 3S,New York,NY,10002,3495/000000,NA,3.0,1.0,NA,Apartment For Rent,http://www.zillow.com/homes/for_sale//homedetails/188-Suffolk-St-3S-New-York-NY-10002/2092395750_zpid/
78 Ridge St APT 1E,New York,NY,10002,4995/000000,2188.0,2.0,1.5,NA,Apartment For Rent,http://www.zillow.com/homes/for_sale//homedetails/78-Ridge-St-APT-1E-New-York-NY-10002/89329357_zpid/
NA,NA,NA,NA,25600,NA,NA,NA,NA,For Rent,NA
141 Essex St # 1STFLRB,New York,NY,10002,1900/000000,NA,1.0,1.0,NA,Apartment For Rent,http://www.zillow.com/homes/for_sale//homedetails/141-Essex-St-1STFLRB-New-York-NY-10002/2092499750_zpid/
415 Grand St APT E2004,New York,NY,10002,2950/000000,750.0,1.0,1.0,NA,Apartment For Rent,http://www.zillow.com/homes/for_sale//homedetails/415-Grand-St-APT-E2004-New-York-NY-10002/2096887254_zpid/
105 Norfolk St APT 4A,New York,NY,10002,4500/000000,778.0,1.0,1.0,NA,Apartment For Rent,http://www.zillow.com/homes/for_sale//homedetails/105-Norfolk-St-APT-4A-New-York-NY-10002/79978641_zpid/
9 Stanton St APT 3A,New York,NY,10002,2599/000000,NA,1.0,1.0,NA,Apartment For Rent,http://www.zillow.com/homes/for_sale//homedetails/9-Stanton-St-APT-3A-New-York-NY-10002/2124688762_zpid/
84 Madison St APT 15,New York,NY,10002,1850/000000,NA,1.0,1.0,NA,Apartment For Rent,http://www.zillow.com/homes/for_sale//homedetails/84-Madison-St-APT-15-New-York-NY-10002/2099073860_zpid/
348 E 15th St APT 11C,New York,NY,10003,2950/000000,NA,2.0,1.0,NA,Apartment For Rent,http://www.zillow.com/homes/for_sale//homedetails/348-E-15th-St-APT-11C-New-York-NY-10003/2091328880_zpid/
350 E 19th St APT GA,New York,NY,10003,2800/000000,450.0,0.0,1.0,NA,Apartment For Rent,http://www.zillow.com/homes/for_sale//homedetails/350-E-19th-St-APT-GA-New-York-NY-10003/2106408802_zpid/
104 E 17th St APT 3F,New York,NY,10003,3650/000000,NA,1.0,1.0,NA,Apartment For Rent,http://www.zillow.com/homes/for_sale//homedetails/104-E-17th-St-APT-3F-New-York-NY-10003/2114653563_zpid/
18 Saint Marks Pl APT 13,New York,NY,10003,2195/000000,650.0,1.0,1.0,NA,Apartment For Rent,http://www.zillow.com/homes/for_sale//homedetails/18-Saint-Marks-Pl-APT-13-New-York-NY-10003/2091342288_zpid/
23 Waverly Pl APT 5T,New York,NY,10003,3250/000000,500.0,0.0,1.0,NA,Apartment For Rent,http://www.zillow.com/homes/for_sale//homedetails/23-Waverly-Pl-APT-5T-New-York-NY-10003/2100158708_zpid/
6 Saint Marks Pl # 8,New York,NY,10003,2300/000000,NA,1.0,1.0,NA,Apartment For Rent,http://www.zillow.com/homes/for_sale//homedetails/6-Saint-Marks-Pl-8-New-York-NY-10003/2091345128_zpid/
233 E 14th St # 6,New York,NY,10003,4500/000000,NA,3.0,2.0,NA,Apartment For Rent,http://www.zillow.com/homes/for_sale//homedetails/233-E-14th-St-6-New-York-NY-10003/2091345135_zpid/
NA,NA,NA,NA,033001466026300,NA,NA,NA,NA,Avalon Bowery Place,NA
NA,NA,NA,NA,23000,NA,NA,NA,NA,For Rent,NA
NA,NA,NA,NA,0295014995,NA,NA,NA,NA,For Rent,NA
54 E 7th St # 21,New York,NY,10003,2400/000000,NA,1.0,1.0,NA,Apartment For Rent,http://www.zillow.com/homes/for_sale//homedetails/54-E-7th-St-21-New-York-NY-10003/2091350774_zpid/
NA,NA,NA,NA,03200243003485046800,NA,NA,NA,NA,For Rent,NA
230 E 14th St APT 2M,New York,NY,10003,1950/000000,NA,0.0,1.0,NA,Apartment For Rent,http://www.zillow.com/homes/for_sale//homedetails/230-E-14th-St-APT-2M-New-York-NY-10003/2108000344_zpid/
11 Waverly Pl APT 3G,New York,NY,10003,2630/000000,NA,0.0,1.0,NA,Apartment For Rent,http://www.zillow.com/homes/for_sale//homedetails/11-Waverly-Pl-APT-3G-New-York-NY-10003/2127587294_zpid/
NA,NA,NA,NA,13825,NA,NA,NA,NA,For Rent,NA
245 E 19th St APT 8A,New York,NY,10003,3095/000000,NA,1.0,1.0,NA,Apartment For Rent,http://www.zillow.com/homes/for_sale//homedetails/245-E-19th-St-APT-8A-New-York-NY-10003/2132035094_zpid/
NA,NA,NA,NA,2390035300,NA,NA,NA,NA,For Rent,NA
NA,NA,NA,NA,1395026195,NA,NA,NA,NA,For Rent,NA
142 E 16th St APT 2B,New York,NY,10003,2995/000000,600.0,0.0,1.0,NA,Apartment For Rent,http://www.zillow.com/homes/for_sale//homedetails/142-E-16th-St-APT-2B-New-York-NY-10003/122552426_zpid/
136 2nd Ave # 15,New York,NY,10003,2300/000000,500.0,1.0,1.0,NA,Apartment For Rent,http://www.zillow.com/homes/for_sale//homedetails/136-2nd-Ave-15-New-York-NY-10003/2095887319_zpid/
342 E 13th St APT 1C,New York,NY,10003,3100/000000,NA,2.0,1.0,NA,Apartment For Rent,http://www.zillow.com/homes/for_sale//homedetails/342-E-13th-St-APT-1C-New-York-NY-10003/2091362276_zpid/
354 E 13th St APT 3,New York,NY,10003,2995/000000,NA,2.0,1.0,NA,Apartment For Rent,http://www.zillow.com/homes/for_sale//homedetails/354-E-13th-St-APT-3-New-York-NY-10003/2110083790_zpid/
104 E 4th St # 2,New York,NY,10003,1995/000000,NA,0.0,1.0,NA,Apartment For Rent,http://www.zillow.com/homes/for_sale//homedetails/104-E-4th-St-2-New-York-NY-10003/2091366216_zpid/
21 E 9th St APT 3C,New York,NY,10003,4430/000000,NA,3.0,2.0,NA,Apartment For Rent,http://www.zillow.com/homes/for_sale//homedetails/21-E-9th-St-APT-3C-New-York-NY-10003/2119552215_zpid/
355 E 19th St APT 6,New York,NY,10003,10000/000000,2001.0,3.0,2.0,NA,Apartment For Rent,http://www.zillow.com/homes/for_sale//homedetails/355-E-19th-St-APT-6-New-York-NY-10003/2091376452_zpid/
335 E 13th St APT 5,New York,NY,10003,3700/000000,NA,2.0,1.0,NA,Apartment For Rent,http://www.zillow.com/homes/for_sale//homedetails/335-E-13th-St-APT-5-New-York-NY-10003/2107729193_zpid/
NA,NA,NA,NA,2469535295,NA,NA,NA,NA,For Rent,NA
10 E 18th St APT 4,New York,NY,10003,11000/000000,3000.0,2.0,2.5,NA,Apartment For Rent,http://www.zillow.com/homes/for_sale//homedetails/10-E-18th-St-APT-4-New-York-NY-10003/2092540439_zpid/
NA,NA,NA,NA,12880,NA,NA,NA,NA,85 East 10th Street,NA
NA,NA,NA,NA,0280013450,NA,NA,NA,NA,For Rent,NA
NA,NA,NA,NA,2550038900,NA,NA,NA,NA,For Rent,NA
320 E 11th St APT 201,New York,NY,10003,2250/000000,NA,1.0,1.0,NA,Apartment For Rent,http://www.zillow.com/homes/for_sale//homedetails/320-E-11th-St-APT-201-New-York-NY-10003/2104797384_zpid/
344 E 9th St APT 16,New York,NY,10003,2490/000000,600.0,1.0,1.0,NA,Apartment For Rent,http://www.zillow.com/homes/for_sale//homedetails/344-E-9th-St-APT-16-New-York-NY-10003/2128261565_zpid/
NA,NA,NA,NA,0325727430,NA,NA,NA,NA,For Rent,NA
NA,NA,NA,NA,0299513750,NA,NA,NA,NA,One Irving Place,NA
NA,NA,NA,NA,2260033781,NA,NA,NA,NA,For Rent,NA
NA,NA,NA,NA,12395,NA,NA,NA,NA,For Rent,NA
NA,NA,NA,NA,0226213318,NA,NA,NA,NA,For Rent,NA
121 E 12th St APT 7F,New York,NY,10003,2995/000000,NA,1.0,1.0,NA,Apartment For Rent,http://www.zillow.com/homes/for_sale//homedetails/121-E-12th-St-APT-7F-New-York-NY-10003/2106934575_zpid/
26 2nd Ave # 3EF,New York,NY,10003,2250/000000,NA,0.0,1.0,NA,Apartment For Rent,http://www.zillow.com/homes/for_sale//homedetails/26-2nd-Ave-3EF-New-York-NY-10003/2103736583_zpid/
33 2nd Ave # 2A,New York,NY,10003,6900/000000,NA,4.0,2.0,NA,Apartment For Rent,http://www.zillow.com/homes/for_sale//homedetails/33-2nd-Ave-2A-New-York-NY-10003/2102935292_zpid/
49 Irving Pl APT 3F,New York,NY,10003,3900/000000,NA,1.0,1.0,NA,Apartment For Rent,http://www.zillow.com/homes/for_sale//homedetails/49-Irving-Pl-APT-3F-New-York-NY-10003/2091396111_zpid/
118 E 18th St # 46,New York,NY,10003,7000/000000,1650.0,3.0,2.0,NA,Apartment For Rent,http://www.zillow.com/homes/for_sale//homedetails/118-E-18th-St-46-New-York-NY-10003/2091396137_zpid/
91 E 3rd St APT 15,New York,NY,10003,3150/000000,NA,2.0,1.0,NA,Apartment For Rent,http://www.zillow.com/homes/for_sale//homedetails/91-E-3rd-St-APT-15-New-York-NY-10003/2091396231_zpid/
342 E 15th St APT 5C,New York,NY,10003,2900/000000,900.0,2.0,1.0,NA,Apartment For Rent,http://www.zillow.com/homes/for_sale//homedetails/342-E-15th-St-APT-5C-New-York-NY-10003/2091396275_zpid/
225 E 6th St # 7BE,New York,NY,10003,3391/000000,NA,1.0,1.0,NA,Apartment For Rent,http://www.zillow.com/homes/for_sale//homedetails/225-E-6th-St-7BE-New-York-NY-10003/2091396296_zpid/
34 E 7th St APT 2B,New York,NY,10003,2315/000000,NA,2.0,1.0,NA,Apartment For Rent,http://www.zillow.com/homes/for_sale//homedetails/34-E-7th-St-APT-2B-New-York-NY-10003/2127592542_zpid/
NA,NA,NA,NA,1329525895,NA,NA,NA,NA,For Rent,NA
2nd Ave,New York,NY,10003,5900/000000,NA,3.0,1.0,NA,Apartment For Rent,http://www.zillow.com/homes/for_sale//homedetails/2nd-Ave-New-York-NY-10003/2094391882_zpid/
338 E 14th St APT 3B,New York,NY,10003,2000/000000,400.0,0.0,1.0,NA,Apartment For Rent,http://www.zillow.com/homes/for_sale//homedetails/338-E-14th-St-APT-3B-New-York-NY-10003/2101944341_zpid/
105 E 10th St APT 3C,New York,NY,10003,2550/000000,NA,1.0,1.0,NA,Apartment For Rent,http://www.zillow.com/homes/for_sale//homedetails/105-E-10th-St-APT-3C-New-York-NY-10003/2106368793_zpid/
320 2nd Ave APT 4,New York,NY,10003,5600/000000,1800.0,4.0,2.0,NA,Apartment For Rent,http://www.zillow.com/homes/for_sale//homedetails/320-2nd-Ave-APT-4-New-York-NY-10003/2119615146_zpid/
